==13466== NVPROF is profiling process 13466, command: ./stencil 20 2048
Time: 7682044.03us
==13466== Profiling application: ./stencil 20 2048
==13466== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
612.61ms         -                    -               -         -         -         -                -         -         -           PC 0x404cc8   0x2b1530000000  [Unified Memory CPU page faults]
1.86618s         -                    -               -         -         -         -                -         -         -           PC 0x404cc8   0x2b1596800000  [Unified Memory CPU page faults]
1.87521s  3.3016ms           (8169 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         1        50                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [495]
1.87523s  138.37us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    80   0x2b1530000000  [Unified Memory GPU page faults]
1.87535s  2.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1530000000  [Unified Memory Memcpy HtoD]
1.87537s  166.62us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1530204000  [Unified Memory GPU page faults]
1.87554s  86.944us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2b1530240000  [Unified Memory GPU page faults]
1.87562s  95.104us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b1530280000  [Unified Memory GPU page faults]
1.87572s  39.968us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    68   0x2b1596800000  [Unified Memory GPU page faults]
1.87575s  2.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1596800000  [Unified Memory Memcpy HtoD]
1.87576s  158.78us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1596a04000  [Unified Memory GPU page faults]
1.87592s  95.456us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b1596a80000  [Unified Memory GPU page faults]
1.87602s  120.06us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2b1530300000  [Unified Memory GPU page faults]
1.87614s  72.608us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1596b00000  [Unified Memory GPU page faults]
1.87622s  123.74us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b1530400000  [Unified Memory GPU page faults]
1.87627s  5.0117ms           (8169 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         2        51                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [498]
1.87629s  112.70us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    80   0x2b1530000000  [Unified Memory GPU page faults]
1.87634s  171.78us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2b1530440000  [Unified Memory GPU page faults]
1.87638s  2.8160us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1530000000  [Unified Memory Memcpy DtoD]
1.87641s  153.92us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    17   0x2b1530a00000  [Unified Memory GPU page faults]
1.87652s  76.992us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     1   0x2b1596c10000  [Unified Memory GPU page faults]
1.87656s  92.224us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b1530a40000  [Unified Memory GPU page faults]
1.87659s  120.83us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b1530480000  [Unified Memory GPU page faults]
1.87665s  94.176us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    18   0x2b1530a80000  [Unified Memory GPU page faults]
1.87672s  97.536us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    31   0x2b1530500000  [Unified Memory GPU page faults]
1.87675s  111.74us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    40   0x2b15309fc000  [Unified Memory GPU page faults]
1.87682s  55.776us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    10   0x2b1596d00000  [Unified Memory GPU page faults]
1.87686s  36.896us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    64   0x2b1596800000  [Unified Memory GPU page faults]
1.87688s  97.312us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1530600000  [Unified Memory GPU page faults]
1.87688s  1.6960us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1596800000  [Unified Memory Memcpy DtoD]
1.87690s  165.22us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b1597207000  [Unified Memory GPU page faults]
1.87697s  91.296us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2b1530620000  [Unified Memory GPU page faults]
1.87706s  75.488us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b1597280000  [Unified Memory GPU page faults]
1.87707s  147.01us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b1530680000  [Unified Memory GPU page faults]
1.87714s  93.280us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b1530b00000  [Unified Memory GPU page faults]
1.87721s  57.536us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b1596e40000  [Unified Memory GPU page faults]
1.87723s  84.768us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     8   0x2b1597300000  [Unified Memory GPU page faults]
1.87727s  134.43us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     5   0x2b1530700000  [Unified Memory GPU page faults]
1.87732s  132.90us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1530c00000  [Unified Memory GPU page faults]
1.87735s  5.2455ms           (8169 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         3        52                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [501]
1.87737s  168.03us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    80   0x2b1530000000  [Unified Memory GPU page faults]
1.87741s  125.09us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    17   0x2b1596f00000  [Unified Memory GPU page faults]
1.87746s  175.01us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    21   0x2b1530c40000  [Unified Memory GPU page faults]
1.87751s  2.6880us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1530000000  [Unified Memory Memcpy HtoD]
1.87753s  216.45us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b1531200000  [Unified Memory GPU page faults]
1.87754s  94.528us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1530800000  [Unified Memory GPU page faults]
1.87763s  192.32us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    19   0x2b1530810000  [Unified Memory GPU page faults]
1.87763s  214.85us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1530c82000  [Unified Memory GPU page faults]
1.87775s  316.86us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    38   0x2b15311fc000  [Unified Memory GPU page faults]
1.87782s  230.21us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    34   0x2b1530880000  [Unified Memory GPU page faults]
1.87785s  204.45us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1530d01000  [Unified Memory GPU page faults]
1.87806s  208.13us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1530900000  [Unified Memory GPU page faults]
1.87806s  109.63us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    14   0x2b1597500000  [Unified Memory GPU page faults]
1.87807s  174.94us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b1531280000  [Unified Memory GPU page faults]
1.87812s  7.2320us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b15309f0000  [Unified Memory Memcpy DtoD]
1.87814s  5.3669ms           (8200 1 1)       (128 1 1)        42        0B        0B  Tesla V100-PCIE         4        53                     -                -  ApplyDoubleStencil_102_gpu(gecko_generator<double>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*, void*, void*, void (*) (void*), void*) [504]
1.87816s  141.70us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    80   0x2b1530000000  [Unified Memory GPU page faults]
1.87817s  151.68us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1530e00000  [Unified Memory GPU page faults]
1.87825s  52.352us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    80   0x2b1596800000  [Unified Memory GPU page faults]
1.87827s  83.040us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b1597100000  [Unified Memory GPU page faults]
1.87828s  2.4640us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1530000000  [Unified Memory Memcpy DtoD]
1.87828s  2.6240us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1596800000  [Unified Memory Memcpy HtoD]
1.87830s  518.37us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b15979ff000  [Unified Memory GPU page faults]
1.87830s  435.62us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    25   0x2b15319f8000  [Unified Memory GPU page faults]
1.87832s  417.41us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b1530e20000  [Unified Memory GPU page faults]
1.87836s  171.55us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b1530a00000  [Unified Memory GPU page faults]
1.87851s  2.9760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           16.000000KB   0x2b1530a00000  [Unified Memory Memcpy DtoD]
1.87851s  5.2160us                    -               -         -         -         -  Tesla V100-PCIE         -         -           48.000000KB   0x2b1530a04000  [Unified Memory Memcpy DtoD]
1.87874s  279.07us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b1596010000  [Unified Memory GPU page faults]
1.87874s  313.89us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    33   0x2b1530e80000  [Unified Memory GPU page faults]
1.87882s  184.26us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b1598000000  [Unified Memory GPU page faults]
1.87901s  124.42us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2b1531300000  [Unified Memory GPU page faults]
1.87902s  334.53us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2b1596040000  [Unified Memory GPU page faults]
1.87905s  200.99us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1597640000  [Unified Memory GPU page faults]
1.87914s  176.19us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     7   0x2b1598100000  [Unified Memory GPU page faults]
1.87926s  183.17us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1530f00000  [Unified Memory GPU page faults]
1.87931s  142.11us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     4   0x2b1531400000  [Unified Memory GPU page faults]
1.87935s  146.43us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    11   0x2b1596080000  [Unified Memory GPU page faults]
1.87944s  419.10us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    15   0x2b1597700000  [Unified Memory GPU page faults]
1.87946s  318.78us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    23   0x2b1531420000  [Unified Memory GPU page faults]
1.87950s  108.99us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    48   0x2b1596800000  [Unified Memory GPU page faults]
1.87959s  1.8880us                    -               -         -         -         -  Tesla V100-PCIE         -         -            4.000000KB   0x2b1596800000  [Unified Memory Memcpy DtoD]
1.87961s  468.03us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1598871000  [Unified Memory GPU page faults]
1.87978s  287.84us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1598200000  [Unified Memory GPU page faults]
1.87987s  201.44us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1531000000  [Unified Memory GPU page faults]
1.88007s  478.82us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    13   0x2b1531480000  [Unified Memory GPU page faults]
1.88007s  448.83us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2b1531020000  [Unified Memory GPU page faults]
1.88008s  469.15us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b15987fa000  [Unified Memory GPU page faults]
1.88052s  213.89us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     3   0x2b1531081000  [Unified Memory GPU page faults]
1.88055s  226.24us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1531500000  [Unified Memory GPU page faults]
1.88055s  269.47us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    15   0x2b1598840000  [Unified Memory GPU page faults]
1.88073s  106.66us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     6   0x2b1597840000  [Unified Memory GPU page faults]
1.88078s  83.488us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    16   0x2b1598300000  [Unified Memory GPU page faults]
1.88082s  244.38us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    24   0x2b1596100000  [Unified Memory GPU page faults]
1.88084s  226.69us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    19   0x2b1531100000  [Unified Memory GPU page faults]
1.88087s  199.33us                    -               -         -         -         -  Tesla V100-PCIE         -         -                     9   0x2b1531600000  [Unified Memory GPU page faults]
1.88098s  6.1760us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b15311f0000  [Unified Memory Memcpy DtoH]
1.88101s  8.0960us                    -               -         -         -         -  Tesla V100-PCIE         -         -           64.000000KB   0x2b15311f0000  [Unified Memory Memcpy HtoD]
1.88107s  203.20us                    -               -         -         -         -  Tesla V100-PCIE         -         -                    12   0x2b1531620000  [Unified Memory GPU page faults]
